'Time and date','ABPmean','ABPsys','ABPdias','HR','PULSE','RESP','SpO2','classe'
["'[02:26:33 22/10/1994]'", 73.0, 98.0, 60.0, 136.0, 129.0, 10.0, 97.0, 'Normal']
["'[02:26:34 22/10/1994]'", 72.0, 98.0, 60.0, 135.0, 129.0, 10.0, 97.0, 'Normal']
["'[02:26:35 22/10/1994]'", 72.0, 97.0, 59.0, 135.0, 132.0, 10.0, 97.0, 'Normal']
["'[02:26:36 22/10/1994]'", 72.0, 97.0, 59.0, 135.0, 132.0, 10.0, 97.0, 'Normal']
["'[02:26:37 22/10/1994]'", 72.0, 98.0, 60.0, 135.0, 132.0, 10.0, 97.0, 'Normal']
["'[02:26:38 22/10/1994]'", 72.0, 98.0, 60.0, 135.0, 132.0, 10.0, 97.0, 'Normal']
["'[02:26:39 22/10/1994]'", 72.0, 98.0, 60.0, 135.0, 132.0, 10.0, 97.0, 'Normal']
["'[02:26:40 22/10/1994]'", 72.0, 98.0, 60.0, 135.0, 132.0, 10.0, 97.0, 'Normal']
["'[02:26:41 22/10/1994]'", 72.0, 97.0, 60.0, 135.0, 132.0, 10.0, 97.0, 'Normal']
["'[02:26:42 22/10/1994]'", 72.0, 97.0, 59.0, 135.0, 129.0, 9.0, 97.0, 'Normal']
["'[02:26:43 22/10/1994]'", 73.0, 99.0, 60.0, 135.0, 128.0, 8.0, 97.0, 'Normal']
["'[02:26:44 22/10/1994]'", 72.0, 98.0, 60.0, 135.0, 128.0, 7.0, 97.0, 'Normal']
["'[02:26:45 22/10/1994]'", 71.0, 97.0, 59.0, 135.0, 128.0, 6.0, 97.0, 'Normal']
["'[02:26:46 22/10/1994]'", 71.0, 96.0, 58.0, 134.0, 128.0, 5.0, 97.0, 'Normal']
["'[02:26:47 22/10/1994]'", 71.0, 96.0, 58.0, 134.0, 127.0, 4.0, 97.0, 'Normal']
["'[02:26:48 22/10/1994]'", 71.0, 98.0, 59.0, 133.0, 127.0, 4.0, 97.0, 'Normal']
["'[02:26:49 22/10/1994]'", 71.0, 97.0, 58.0, 133.0, 127.0, 0.0, 97.0, 'Normal']
["'[02:26:50 22/10/1994]'", 71.0, 97.0, 58.0, 132.0, 127.0, 0.0, 97.0, 'Normal']
["'[02:26:51 22/10/1994]'", 70.0, 97.0, 58.0, 132.0, 127.0, 0.0, 97.0, 'Normal']
["'[02:26:52 22/10/1994]'", 70.0, 96.0, 58.0, 132.0, 125.0, 0.0, 97.0, 'Normal']
["'[02:26:53 22/10/1994]'", 71.0, 97.0, 58.0, 132.0, 125.0, 0.0, 97.0, 'Normal']
["'[02:26:54 22/10/1994]'", 71.0, 97.0, 58.0, 131.0, 125.0, 0.0, 97.0, 'Normal']
["'[02:26:55 22/10/1994]'", 70.0, 95.0, 57.0, 131.0, 125.0, 0.0, 97.0, 'Normal']
["'[02:26:56 22/10/1994]'", 69.0, 95.0, 57.0, 131.0, 125.0, 0.0, 97.0, 'Normal']
["'[02:26:57 22/10/1994]'", 69.0, 94.0, 57.0, 130.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:26:58 22/10/1994]'", 70.0, 96.0, 57.0, 130.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:26:59 22/10/1994]'", 69.0, 95.0, 57.0, 130.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:00 22/10/1994]'", 69.0, 94.0, 57.0, 130.0, 120.0, 0.0, 97.0, 'Normal']
["'[02:27:01 22/10/1994]'", 68.0, 93.0, 57.0, 130.0, 118.0, 0.0, 97.0, 'Normal']
["'[02:27:02 22/10/1994]'", 69.0, 95.0, 57.0, 129.0, 116.0, 0.0, 97.0, 'Normal']
["'[02:27:03 22/10/1994]'", 69.0, 95.0, 57.0, 129.0, 120.0, 0.0, 97.0, 'Normal']
["'[02:27:04 22/10/1994]'", 69.0, 95.0, 57.0, 129.0, 120.0, 0.0, 97.0, 'Normal']
["'[02:27:05 22/10/1994]'", 69.0, 95.0, 57.0, 129.0, 125.0, 0.0, 97.0, 'Normal']
["'[02:27:06 22/10/1994]'", 69.0, 94.0, 57.0, 130.0, 125.0, 0.0, 97.0, 'Normal']
["'[02:27:07 22/10/1994]'", 70.0, 96.0, 57.0, 130.0, 125.0, 0.0, 97.0, 'Normal']
["'[02:27:08 22/10/1994]'", 70.0, 96.0, 57.0, 130.0, 125.0, 0.0, 97.0, 'Normal']
["'[02:27:09 22/10/1994]'", 69.0, 95.0, 57.0, 130.0, 126.0, 0.0, 97.0, 'Normal']
["'[02:27:10 22/10/1994]'", 69.0, 95.0, 57.0, 130.0, 126.0, 0.0, 97.0, 'Normal']
["'[02:27:12 22/10/1994]'", 69.0, 94.0, 57.0, 130.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:13 22/10/1994]'", 70.0, 96.0, 57.0, 130.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:14 22/10/1994]'", 70.0, 96.0, 58.0, 130.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:15 22/10/1994]'", 70.0, 95.0, 58.0, 130.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:16 22/10/1994]'", 70.0, 95.0, 58.0, 130.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:17 22/10/1994]'", 70.0, 95.0, 58.0, 130.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:18 22/10/1994]'", 70.0, 95.0, 57.0, 131.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:19 22/10/1994]'", 70.0, 96.0, 58.0, 131.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:20 22/10/1994]'", 70.0, 95.0, 58.0, 131.0, 124.0, 0.0, 97.0, 'Normal']
["'[02:27:21 22/10/1994]'", 70.0, 95.0, 58.0, 131.0, 129.0, 0.0, 97.0, 'Normal']
["'[02:27:22 22/10/1994]'", 70.0, 96.0, 58.0, 132.0, 130.0, 0.0, 97.0, 'Normal']
["'[02:27:23 22/10/1994]'", 70.0, 95.0, 58.0, 132.0, 130.0, 0.0, 97.0, 'Normal']
["'[02:27:24 22/10/1994]'", 70.0, 95.0, 58.0, 133.0, 130.0, 0.0, 97.0, 'Normal']
["'[02:27:25 22/10/1994]'", 70.0, 95.0, 58.0, 133.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:27:26 22/10/1994]'", 70.0, 95.0, 58.0, 135.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:27:27 22/10/1994]'", 72.0, 97.0, 59.0, 135.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:27:28 22/10/1994]'", 71.0, 97.0, 59.0, 135.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:27:29 22/10/1994]'", 71.0, 96.0, 59.0, 135.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:27:30 22/10/1994]'", 70.0, 95.0, 58.0, 135.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:27:31 22/10/1994]'", 71.0, 97.0, 59.0, 135.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:27:32 22/10/1994]'", 71.0, 96.0, 59.0, 135.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:27:33 22/10/1994]'", 71.0, 96.0, 59.0, 135.0, 132.0, 7.0, 97.0, 'Normal']
["'[02:27:34 22/10/1994]'", 71.0, 96.0, 59.0, 134.0, 132.0, 7.0, 97.0, 'Normal']
["'[02:27:35 22/10/1994]'", 72.0, 97.0, 59.0, 134.0, 132.0, 7.0, 97.0, 'Normal']
["'[02:27:36 22/10/1994]'", 72.0, 98.0, 60.0, 134.0, 123.0, 8.0, 97.0, 'Normal']
["'[02:27:37 22/10/1994]'", 72.0, 98.0, 60.0, 134.0, 123.0, 8.0, 97.0, 'Normal']
["'[02:27:38 22/10/1994]'", 72.0, 97.0, 59.0, 135.0, 125.0, 8.0, 97.0, 'Normal']
["'[02:27:39 22/10/1994]'", 72.0, 98.0, 59.0, 135.0, 125.0, 8.0, 97.0, 'Normal']
["'[02:27:40 22/10/1994]'", 72.0, 97.0, 59.0, 134.0, 125.0, 8.0, 97.0, 'Normal']
["'[02:27:41 22/10/1994]'", 73.0, 98.0, 60.0, 134.0, 125.0, 8.0, 97.0, 'Normal']
["'[02:27:42 22/10/1994]'", 72.0, 98.0, 60.0, 134.0, 124.0, 8.0, 97.0, 'Normal']
["'[02:27:43 22/10/1994]'", 72.0, 98.0, 60.0, 134.0, 124.0, 8.0, 97.0, 'Normal']
["'[02:27:44 22/10/1994]'", 71.0, 97.0, 59.0, 134.0, 124.0, 8.0, 97.0, 'Normal']
["'[02:27:45 22/10/1994]'", 71.0, 98.0, 59.0, 134.0, 124.0, 7.0, 97.0, 'Normal']
["'[02:27:46 22/10/1994]'", 71.0, 97.0, 59.0, 134.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:27:47 22/10/1994]'", 71.0, 96.0, 58.0, 134.0, 127.0, 5.0, 97.0, 'Normal']
["'[02:27:48 22/10/1994]'", 70.0, 95.0, 58.0, 134.0, 124.0, 4.0, 97.0, 'Normal']
["'[02:27:49 22/10/1994]'", 70.0, 95.0, 58.0, 133.0, 122.0, 3.0, 97.0, 'Normal']
["'[02:27:50 22/10/1994]'", 70.0, 95.0, 58.0, 133.0, 126.0, 2.0, 97.0, 'Normal']
["'[02:27:51 22/10/1994]'", 70.0, 96.0, 58.0, 133.0, 126.0, 2.0, 97.0, 'Normal']
["'[02:27:52 22/10/1994]'", 70.0, 96.0, 58.0, 133.0, 126.0, 0.0, 97.0, 'Normal']
["'[02:27:53 22/10/1994]'", 70.0, 96.0, 58.0, 133.0, 129.0, 0.0, 97.0, 'Normal']
["'[02:27:55 22/10/1994]'", 69.0, 95.0, 58.0, 133.0, 129.0, 0.0, 97.0, 'Normal']
["'[02:27:56 22/10/1994]'", 70.0, 95.0, 57.0, 133.0, 129.0, 0.0, 97.0, 'Normal']
["'[02:27:57 22/10/1994]'", 70.0, 96.0, 58.0, 133.0, 129.0, 0.0, 97.0, 'Normal']
["'[02:27:58 22/10/1994]'", 70.0, 95.0, 58.0, 132.0, 128.0, 0.0, 97.0, 'Normal']
["'[02:27:59 22/10/1994]'", 69.0, 94.0, 57.0, 132.0, 126.0, 0.0, 97.0, 'Normal']
["'[02:28:00 22/10/1994]'", 68.0, 94.0, 56.0, 132.0, 121.0, 0.0, 97.0, 'Normal']
["'[02:28:01 22/10/1994]'", 68.0, 94.0, 56.0, 132.0, 121.0, 0.0, 97.0, 'Normal']
["'[02:28:02 22/10/1994]'", 69.0, 94.0, 56.0, 131.0, 121.0, 0.0, 97.0, 'Normal']
["'[02:28:03 22/10/1994]'", 69.0, 95.0, 57.0, 131.0, 127.0, 0.0, 97.0, 'Normal']
["'[02:28:04 22/10/1994]'", 68.0, 94.0, 56.0, 130.0, 127.0, 0.0, 97.0, 'Normal']
["'[02:28:05 22/10/1994]'", 68.0, 93.0, 56.0, 130.0, 128.0, 0.0, 97.0, 'Normal']
["'[02:28:06 22/10/1994]'", 68.0, 93.0, 56.0, 131.0, 128.0, 0.0, 97.0, 'Normal']
["'[02:28:07 22/10/1994]'", 68.0, 93.0, 55.0, 131.0, 129.0, 0.0, 97.0, 'Normal']
["'[02:28:08 22/10/1994]'", 68.0, 94.0, 56.0, 131.0, 128.0, 0.0, 97.0, 'Normal']
["'[02:28:09 22/10/1994]'", 68.0, 93.0, 56.0, 131.0, 128.0, 0.0, 97.0, 'Normal']
["'[02:28:10 22/10/1994]'", 68.0, 93.0, 56.0, 130.0, 130.0, 0.0, 97.0, 'Normal']
["'[02:28:11 22/10/1994]'", 68.0, 92.0, 55.0, 130.0, 130.0, 0.0, 97.0, 'Normal']
["'[02:28:12 22/10/1994]'", 69.0, 94.0, 56.0, 130.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:28:13 22/10/1994]'", 68.0, 93.0, 56.0, 130.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:28:14 22/10/1994]'", 68.0, 93.0, 55.0, 131.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:28:15 22/10/1994]'", 68.0, 93.0, 55.0, 131.0, 129.0, 0.0, 97.0, 'Normal']
["'[02:28:16 22/10/1994]'", 68.0, 92.0, 55.0, 131.0, 128.0, 0.0, 97.0, 'Normal']
["'[02:28:17 22/10/1994]'", 68.0, 94.0, 56.0, 131.0, 128.0, 0.0, 97.0, 'Normal']
["'[02:28:18 22/10/1994]'", 68.0, 93.0, 56.0, 130.0, 127.0, 0.0, 97.0, 'Normal']
["'[02:28:19 22/10/1994]'", 68.0, 93.0, 56.0, 130.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:20 22/10/1994]'", 68.0, 93.0, 56.0, 129.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:21 22/10/1994]'", 67.0, 92.0, 55.0, 129.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:22 22/10/1994]'", 67.0, 92.0, 55.0, 129.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:23 22/10/1994]'", 68.0, 93.0, 56.0, 129.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:24 22/10/1994]'", 68.0, 93.0, 56.0, 130.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:25 22/10/1994]'", 68.0, 93.0, 56.0, 130.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:26 22/10/1994]'", 68.0, 92.0, 56.0, 130.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:27 22/10/1994]'", 67.0, 92.0, 56.0, 130.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:28 22/10/1994]'", 68.0, 92.0, 55.0, 131.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:29 22/10/1994]'", 68.0, 93.0, 56.0, 131.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:30 22/10/1994]'", 67.0, 92.0, 55.0, 131.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:31 22/10/1994]'", 67.0, 91.0, 55.0, 131.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:32 22/10/1994]'", 67.0, 91.0, 55.0, 131.0, 125.0, 6.0, 97.0, 'Normal']
["'[02:28:33 22/10/1994]'", 67.0, 91.0, 55.0, 130.0, 125.0, 6.0, 97.0, 'Normal']
["'[02:28:34 22/10/1994]'", 68.0, 93.0, 55.0, 130.0, 125.0, 6.0, 97.0, 'Normal']
["'[02:28:35 22/10/1994]'", 67.0, 91.0, 55.0, 130.0, 127.0, 6.0, 97.0, 'Normal']
["'[02:28:36 22/10/1994]'", 67.0, 91.0, 54.0, 130.0, 131.0, 6.0, 97.0, 'Normal']
["'[02:28:38 22/10/1994]'", 66.0, 90.0, 54.0, 131.0, 131.0, 6.0, 97.0, 'Normal']
["'[02:28:39 22/10/1994]'", 67.0, 91.0, 54.0, 131.0, 131.0, 6.0, 97.0, 'Normal']
["'[02:28:40 22/10/1994]'", 67.0, 91.0, 55.0, 131.0, 131.0, 6.0, 97.0, 'Normal']
["'[02:28:41 22/10/1994]'", 67.0, 91.0, 55.0, 131.0, 131.0, 6.0, 97.0, 'Normal']
["'[02:28:42 22/10/1994]'", 67.0, 91.0, 55.0, 131.0, 131.0, 6.0, 97.0, 'Normal']
["'[02:28:43 22/10/1994]'", 67.0, 91.0, 55.0, 131.0, 131.0, 6.0, 97.0, 'Normal']
["'[02:28:44 22/10/1994]'", 68.0, 92.0, 55.0, 131.0, 131.0, 6.0, 97.0, 'Normal']
["'[02:28:45 22/10/1994]'", 68.0, 92.0, 56.0, 131.0, 131.0, 5.0, 97.0, 'Normal']
["'[02:28:46 22/10/1994]'", 68.0, 92.0, 56.0, 131.0, 131.0, 4.0, 97.0, 'Normal']
["'[02:28:47 22/10/1994]'", 67.0, 92.0, 55.0, 131.0, 131.0, 3.0, 97.0, 'Normal']
["'[02:28:48 22/10/1994]'", 67.0, 92.0, 55.0, 132.0, 131.0, 2.0, 97.0, 'Normal']
["'[02:28:49 22/10/1994]'", 68.0, 92.0, 56.0, 132.0, 131.0, 1.0, 97.0, 'Normal']
["'[02:28:50 22/10/1994]'", 68.0, 92.0, 56.0, 132.0, 131.0, 1.0, 97.0, 'Normal']
["'[02:28:51 22/10/1994]'", 69.0, 94.0, 57.0, 132.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:28:52 22/10/1994]'", 68.0, 93.0, 57.0, 132.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:28:53 22/10/1994]'", 69.0, 93.0, 56.0, 132.0, 130.0, 0.0, 97.0, 'Normal']
["'[02:28:54 22/10/1994]'", 69.0, 93.0, 56.0, 133.0, 130.0, 0.0, 97.0, 'Normal']
["'[02:28:55 22/10/1994]'", 69.0, 93.0, 56.0, 133.0, 130.0, 0.0, 97.0, 'Normal']
["'[02:28:56 22/10/1994]'", 69.0, 94.0, 56.0, 133.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:28:57 22/10/1994]'", 69.0, 94.0, 57.0, 133.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:28:58 22/10/1994]'", 69.0, 94.0, 57.0, 133.0, 133.0, 0.0, 97.0, 'Normal']
["'[02:28:59 22/10/1994]'", 69.0, 94.0, 57.0, 133.0, 133.0, 0.0, 97.0, 'Normal']
["'[02:29:00 22/10/1994]'", 69.0, 94.0, 57.0, 133.0, 134.0, 0.0, 97.0, 'Normal']
["'[02:29:01 22/10/1994]'", 69.0, 93.0, 56.0, 133.0, 134.0, 0.0, 97.0, 'Normal']
["'[02:29:02 22/10/1994]'", 68.0, 93.0, 56.0, 134.0, 134.0, 0.0, 97.0, 'Normal']
["'[02:29:03 22/10/1994]'", 68.0, 93.0, 56.0, 134.0, 134.0, 0.0, 97.0, 'Normal']
["'[02:29:04 22/10/1994]'", 68.0, 93.0, 56.0, 134.0, 134.0, 0.0, 97.0, 'Normal']
["'[02:29:05 22/10/1994]'", 69.0, 94.0, 56.0, 134.0, 135.0, 0.0, 97.0, 'Normal']
["'[02:29:06 22/10/1994]'", 68.0, 93.0, 56.0, 134.0, 135.0, 0.0, 97.0, 'Normal']
["'[02:29:07 22/10/1994]'", 68.0, 92.0, 56.0, 134.0, 134.0, 0.0, 97.0, 'Normal']
["'[02:29:08 22/10/1994]'", 68.0, 92.0, 55.0, 133.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:29:09 22/10/1994]'", 68.0, 92.0, 55.0, 133.0, 126.0, 0.0, 97.0, 'Normal']
["'[02:29:10 22/10/1994]'", 68.0, 93.0, 56.0, 133.0, 128.0, 0.0, 97.0, 'Normal']
["'[02:29:11 22/10/1994]'", 69.0, 93.0, 56.0, 132.0, 128.0, 0.0, 97.0, 'Normal']
["'[02:29:12 22/10/1994]'", 68.0, 93.0, 56.0, 132.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:29:13 22/10/1994]'", 68.0, 93.0, 56.0, 132.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:29:14 22/10/1994]'", 68.0, 93.0, 56.0, 132.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:29:15 22/10/1994]'", 68.0, 93.0, 56.0, 132.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:29:16 22/10/1994]'", 69.0, 94.0, 57.0, 132.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:29:17 22/10/1994]'", 69.0, 94.0, 57.0, 132.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:29:18 22/10/1994]'", 68.0, 93.0, 56.0, 132.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:29:20 22/10/1994]'", 68.0, 92.0, 56.0, 133.0, 132.0, 0.0, 97.0, 'Normal']
["'[02:29:21 22/10/1994]'", 69.0, 94.0, 56.0, 133.0, 133.0, 0.0, 97.0, 'Normal']
["'[02:29:22 22/10/1994]'", 68.0, 93.0, 56.0, 133.0, 133.0, 0.0, 97.0, 'Normal']
["'[02:29:23 22/10/1994]'", 69.0, 93.0, 56.0, 133.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:29:24 22/10/1994]'", 69.0, 93.0, 56.0, 133.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:29:25 22/10/1994]'", 69.0, 93.0, 57.0, 133.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:29:26 22/10/1994]'", 70.0, 95.0, 57.0, 133.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:29:27 22/10/1994]'", 70.0, 95.0, 57.0, 133.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:29:28 22/10/1994]'", 70.0, 94.0, 57.0, 134.0, 131.0, 0.0, 97.0, 'Normal']
["'[02:29:29 22/10/1994]'", 69.0, 94.0, 57.0, 134.0, 127.0, 0.0, 97.0, 'Normal']
["'[02:29:30 22/10/1994]'", 69.0, 94.0, 57.0, 134.0, 127.0, 0.0, 97.0, 'Normal']
["'[02:29:31 22/10/1994]'", 70.0, 95.0, 57.0, 133.0, 127.0, 0.0, 97.0, 'Normal']
["'[02:29:32 22/10/1994]'", 70.0, 95.0, 58.0, 133.0, 127.0, 0.0, 88.0, 'Critical']
["'[02:29:33 22/10/1994]'", 71.0, 96.0, 59.0, 133.0, 128.0, 0.0, 88.0, 'Critical']
["'[02:29:34 22/10/1994]'", 72.0, 97.0, 59.0, 132.0, 128.0, 0.0, 88.0, 'Critical']
["'[02:29:35 22/10/1994]'", 72.0, 98.0, 59.0, 132.0, 128.0, 0.0, 88.0, 'Critical']
